Date,Open,High,Low,Close,Volume
2024-02-05,0.24058022606630192,0.2388900378327461,0.22780122817341963,0.23632553203842144,0.15716654052934353
2024-02-06,0.22684131894077475,0.23952311096434298,0.23763182541101258,0.25336414715805367,0.06856127633821772
2024-02-07,0.26709953573167966,0.2578849991127212,0.2570815580340158,0.2545211170387762,0.10223317217541526
2024-02-08,0.253786595560318,0.24195018382582756,0.243762726346608,0.24305689053458646,0.06000199021679824
2024-02-09,0.24846917196397578,0.24925748637060519,0.25316938860457605,0.25116583987562646,0.07419480837732344
2024-02-12,0.24601657183058223,0.23531004057037186,0.24036272550116822,0.2332629647070965,0.06277712415026544
2024-02-13,0.21775718696380153,0.20931712004200875,0.20564711767508337,0.21104233729203892,0.11269365689474732
2024-02-14,0.2129584129821458,0.2021319540905262,0.1943222714907833,0.20166965558616146,0.10626606896981235
2024-02-15,0.19408332659076577,0.1911432259391017,0.18278582330235538,0.19861579697710563,0.14283461027628813
2024-02-16,0.19269676402446412,0.19494687264107569,0.18617242173083048,0.1822924259919878,0.0895824335612831
2024-02-20,0.17531466983679933,0.16937658862757266,0.1684972829252498,0.17439425998438862,0.1030001502816766
2024-02-21,0.17691444756615748,0.1742372177967968,0.17548285633830285,0.1823980595676602,0.06192349714938676
2024-02-22,0.19333669360379613,0.19610928505862546,0.1945339938814954,0.20398649825503012,0.09835157247435396
2024-02-23,0.20965244224131396,0.19695442231654847,0.19209953797821377,0.18450411890308804,0.07407465073049081
2024-02-26,0.18011363953318016,0.17286354310783958,0.17537689968086,0.17018198004089857,0.05968179547340759
2024-02-27,0.16795668027724497,0.18512029726739465,0.1638402670936865,0.18566254023752227,0.10521138945564186
2024-02-28,0.18299268445334227,0.1766672988265221,0.16987324233185386,0.17291990555874515,0.0870523535329056
2024-02-29,0.16976949097916494,0.1708559521980062,0.16352272619823705,0.16586406652173635,0.3839896535804271
2024-03-01,0.15142779201624346,0.14930099381190498,0.14076741667068537,0.15438548675306563,0.17009347249506845
2024-03-04,0.11517016846429118,0.11094530074490061,0.1027704913487455,0.10636365688924432,0.1972460544290447
2024-03-05,0.057691921644028143,0.05959364266766687,0.05863542981745762,0.0539190862937613,0.24335375900505407
2024-03-06,0.060890916701625164,0.051140579730939884,0.048686233846426674,0.04338782198081481,0.15350731709298376
2024-03-07,0.040522917577702655,0.04575180624305264,0.04667551351056565,0.04212425088861216,0.16426193419287233
2024-03-08,0.038923195815406375,0.07713331308207927,0.05143808404980654,0.0603427366030822,0.17898378447170576
2024-03-11,0.08093923257411828,0.08431864329076966,0.0843545480204857,0.0816157260171464,0.12491250492477117
2024-03-12,0.08317846652628491,0.08062030335423165,0.07334699959162139,0.08667049420386141,0.12384936360448572
2024-03-13,0.07912642557423322,0.07174484359877531,0.0707011300286362,0.06455550036447599,0.099016670434991
2024-03-14,0.08061933964466528,0.08357894124267506,0.08435455921771107,0.08424850177722432,0.1681489494498472
2024-03-15,0.06206411297673964,0.06572202396996829,0.06572664315977872,0.08024668262190593,0.3331582303587941
2024-03-18,0.10898523291681617,0.11950406891028664,0.09991291537584623,0.09183073469361425,0.17725622213527248
2024-03-19,0.09586860937328168,0.10788125581652297,0.09472679558849562,0.11668413786874976,0.10824511618398268
2024-03-20,0.11058501075849003,0.12964781564307115,0.1165299699750244,0.14395969474315717,0.10217935508852403
2024-03-21,0.12476789623903706,0.11717960905947056,0.07154782191142672,0.06708280382151632,0.2807512188385528
2024-03-22,0.06835572646339028,0.07026553197770036,0.06329231415566117,0.07666610758820003,0.16203309446218794
2024-03-25,0.05566583110842793,0.058537032309204484,0.05683608532904705,0.06160679151318882,0.10510781694879458
2024-03-26,0.04958742987643672,0.05304265362724969,0.058212161795037076,0.049601495319868016,0.1156007950036081
2024-03-27,0.05395944456061352,0.07607688705943039,0.06382144581348115,0.08751298244708638,0.1253653807880446
2024-03-28,0.0682491421455842,0.0616011436089996,0.0680550798032169,0.06824122515595055,0.14364085116292297
2024-04-01,0.06227744420698045,0.05124634977824982,0.05715363304112042,0.052971287020133095,0.07786824764795637
2024-04-02,0.03977639682055112,0.031064624649191686,0.043923439106415385,0.04043911312952764,0.08832365528361945
2024-04-03,0.03668383531205355,0.045223394099490166,0.04762796733610353,0.04896930659218013,0.08278015686157704
2024-04-04,0.052679845553555316,0.05832572144261028,0.050168330584998255,0.040228813613990555,0.10313147751258102
2024-04-05,0.045214907275065164,0.04215917151614024,0.05154391006376602,0.04823212937935839,0.0637021687947545
2024-04-08,0.03924330810263332,0.02958549736707372,0.0440295200662264,0.0363321442164406,0.04803191928655466
2024-04-09,0.03572407815986023,0.03888370975282296,0.04519364781550905,0.04917992865298637,0.06504251888336653
2024-04-10,0.03679060424833214,0.028423155945521916,0.03206949472157383,0.029276305179431805,0.08960917286860644
2024-04-11,0.03188519550891589,0.09573020136588761,0.04318279128791236,0.10573179070682559,0.22960467795719813
2024-04-12,0.09501548538647264,0.12637216350607194,0.10721601207494458,0.12163375629769635,0.26522211225635073
2024-04-15,0.1067456790097121,0.1080924624144457,0.08911712701998686,0.08098369856209309,0.1702417233382028
2024-04-16,0.06824911196743466,0.0777674297166484,0.044346985436795716,0.046126070043930545,0.17084894254501343
2024-04-17,0.045428341674238704,0.044906442920927825,0.041489248446659355,0.031593147848300474,0.0936434235519819
2024-04-18,0.028579373526176788,0.023668410359071634,0.026142503115476945,0.021483288929601274,0.06731603695033801
2024-04-19,0.009171141948469907,0.0,0.0,0.0,0.15074673746603434
2024-04-22,0.0018129326163933701,0.009086876741374095,0.007302903549734063,0.008845965281227164,0.084217648484389
2024-04-23,0.0,0.006867971485356783,0.00889035266373428,0.020008773231322996,0.08902869296911915
2024-04-24,0.012690063375754956,0.030642132842854997,0.022543954251260878,0.0423348729494184,0.08467593990357604
2024-04-25,0.0445753020733175,0.044483957136526975,0.043076875590096764,0.05149693259448962,0.09248280222525192
2024-04-26,0.04830766965865885,0.05219719298543812,0.05397832168974137,0.045283581800705575,0.07312252830643383
2024-04-29,0.08552450637728537,0.10175272560632065,0.09546765631160303,0.08951389202474558,0.15209148769382613
2024-04-30,0.08509818534013425,0.09076408360905774,0.06265734155826408,0.056130617932226734,0.14452798691601693
2024-05-01,0.045108464309939755,0.06667303524302604,0.05323752541305815,0.045283581800705575,0.09188979885271449
2024-05-02,0.07635352970368614,0.0741748565102911,0.07207692997517268,0.08456427359579899,0.24024827616085825
2024-05-03,0.22714111380597868,0.21766416811402123,0.19665061450776578,0.19356070624512145,0.47382526438067024
2024-05-06,0.181286668434812,0.18807893017437793,0.17294261647977072,0.17597408671307013,0.18729361654885573
2024-05-07,0.193016711740847,0.1954750984462279,0.18246816031858049,0.183240225265616,0.183015665849369
2024-05-08,0.18661851954715236,0.17613909889469692,0.18384402543503953,0.1868209615719565,0.07386276710537183
2024-05-09,0.1835259585837361,0.19293942635031192,0.19082956949872254,0.2060928801357269,0.0871508489560839
2024-05-10,0.2111537357244644,0.2001353220934352,0.19365576155387276,0.19270015546681973,0.09316380838138512
2024-05-13,0.2169203294274229,0.22140253020466028,0.2200457500114188,0.22676174226052614,0.16520864106101574
2024-05-14,0.23902445573544084,0.23409914762297324,0.23774496900048425,0.23888879929298068,0.09869478333037736
2024-05-15,0.24329594393768805,0.2589634076819012,0.24919125721187685,0.2630377636001213,0.1596414495818514
2024-05-16,0.27063250941686134,0.2637247439403052,0.27346154671839074,0.2643031086913046,0.10022332398698643
2024-05-17,0.26038126943503737,0.26065636127423897,0.2683742873755932,0.2646195256004178,0.06108814764971644
2024-05-20,0.25845921059256693,0.2724007596774025,0.26657255613268216,0.27695752723894773,0.07150767722745201
2024-05-21,0.2772530082870872,0.2809709061729211,0.28681538115590843,0.29077197984737135,0.06456256524052516
2024-05-22,0.2898537081692163,0.28192341306989377,0.27992664463894057,0.27548123754168885,0.038632545054040485
2024-05-23,0.2760783851598403,0.2626665876237544,0.24134849561394578,0.23308895153434772,0.09399780399207704
2024-05-24,0.253013206246097,0.2582227555297929,0.2562920430077875,0.2657793983885639,0.0442041366723846
